Asia Turkmenistan 551426.88 180848.64 370578.24
Asia Cambodia 760884.30 433189.89 327694.41
Asia Brunei 587738.90 346897.95 240840.95
Asia Cambodia 110054.49 88718.24 21336.25
Asia India 445175.90 298253.78 146922.12
Asia Uzbekistan 6267245.04 5052215.04 1215030.00
Asia Nepal 96359.67 66813.93 29545.74
Asia Myanmar 5580054.50 4196209.00 1383845.50
Asia Philippines 1728146.22 1299568.44 428577.78
Asia Bangladesh 5238.04 3091.62 2146.42
Asia Japan 457476.80 260452.64 197024.16
Asia Taiwan 789756.99 547602.21 242154.78
Asia Kazakhstan 1875031.60 1170939.90 704091.70
Asia Nepal 1050818.46 671069.28 379749.18
Asia India 103672.80 59023.44 44649.36
Asia Brunei 21944.16 16275.84 5668.32
Asia Nepal 2043035.60 1230541.09 812494.51
Asia Kyrgyzstan 1610816.80 1005940.20 604876.60
Asia Maldives 5424347.59 4079117.18 1345230.41
Asia Kyrgyzstan 3640263.90 2934526.40 705737.50
Asia Mongolia 1287787.54 760083.87 527703.67
Asia Uzbekistan 1334329.29 1075643.04 258686.25
Asia Turkmenistan 4195808.40 2527178.01 1668630.39
Asia India 266099.52 169935.36 96164.16
Asia Kyrgyzstan 4848298.85 3645927.70 1202371.15
Asia Bangladesh 2009277.60 1143930.48 865347.12
Asia Bangladesh 5034504.51 4058465.76 976038.75
Asia Kazakhstan 30041.70 17731.35 12310.35
Asia Maldives 5940252.03 4467078.06 1473173.97
Asia South Korea 137255.68 45015.04 92240.64
Asia Singapore 33329.31 28810.51 4518.80
Asia North Korea 722771.46 461573.28 261198.18
Asia Laos 488548.62 422311.02 66237.60
Asia Singapore 996613.12 622375.68 374237.44
Asia Uzbekistan 1112236.80 669911.52 442325.28
Asia Kyrgyzstan 83068.00 50032.70 33035.30
Asia Sri Lanka 1023811.80 653822.40 369989.40
Asia Kyrgyzstan 505173.13 350277.27 154895.86
Asia Brunei 737885.61 637842.81 100042.80
Asia Cambodia 2916118.38 2350770.88 565347.50
Asia Maldives 1220463.32 720347.46 500115.86
Asia Bhutan 896642.40 294067.20 602575.20
Asia Cambodia 302924.16 99348.48 203575.68
Asia Japan 416823.00 289017.00 127806.00
Asia Brunei 1027232.00 336896.00 690336.00
Asia Cambodia 432188.24 299670.96 132517.28
Asia Myanmar 758780.34 484569.12 274211.22
Asia Mongolia 696222.88 228336.64 467886.24
Asia Brunei 1840415.58 1383995.16 456420.42
Asia Philippines 788285.85 546582.15 241703.70
Asia Indonesia 938197.70 534138.71 404058.99
Asia Indonesia 1545012.70 879613.21 665399.49
Asia Turkmenistan 505039.80 322526.40 182513.40
Asia Kazakhstan 3716249.47 2794624.94 921624.53
Asia North Korea 1046656.80 630412.02 416244.78
Asia Nepal 384884.16 126228.48 258655.68
Asia Thailand 615137.12 201743.36 413393.76
Asia Bangladesh 2473267.27 1859900.54 613366.73
Asia Vietnam 54281.94 40260.56 14021.38
Asia South Korea 2070847.80 1669372.80 401475.00
Asia Sri Lanka 3592619.52 2701655.04 890964.48
Asia Singapore 1860762.20 1059377.06 801385.14
Asia Indonesia 219410.04 140118.72 79291.32
Asia Tajikistan 16509.46 11447.34 5062.12
Asia Brunei 64811.89 44939.31 19872.58
Asia Taiwan 4612520.43 3718291.68 894228.75
Asia Turkmenistan 3640734.96 2737837.92 902897.04
Asia South Korea 3080056.43 2316206.86 763849.57
Asia Uzbekistan 636868.92 406714.56 230154.36
Asia Taiwan 1167650.72 729187.08 438463.64
Asia Maldives 759823.89 656806.69 103017.20
Asia Mongolia 1894824.80 1141272.22 753552.58
Asia Philippines 557241.30 317250.99 239990.31
Asia Bhutan 667325.45 462710.55 204614.90
Asia Indonesia 324876.75 225263.25 99613.50
Asia Maldives 715546.15 496145.85 219400.30
Asia Maldives 1333235.24 786908.22 546327.02
Asia Bangladesh 553538.70 315143.01 238395.69
Asia North Korea 1626469.90 925988.77 700481.13
Asia Bhutan 182869.22 107933.91 74935.31
Asia South Korea 592843.20 357075.48 235767.72
Asia Sri Lanka 128162.45 85864.79 42297.66
Asia South Korea 65963.10 48924.40 17038.70
Asia Thailand 2658750.78 2298276.38 360474.40
Asia Thailand 746163.84 244715.52 501448.32
Asia Brunei 25352.96 8314.88 17038.08
Asia Brunei 14181.60 10518.40 3663.20
Asia India 2981918.52 2577628.92 404289.60
Asia Sri Lanka 1185860.50 675139.15 510721.35
Asia South Korea 5664875.79 4566627.04 1098248.75
Asia North Korea 1841549.85 1591871.85 249678.00
Asia Brunei 805408.40 502970.10 302438.30
Asia Philippines 1178627.76 736042.14 442585.62
Asia Maldives 365650.88 119920.64 245730.24
Asia Bhutan 954844.80 575112.72 379732.08
Asia Tajikistan 573491.60 326502.68 246988.92
Asia Bangladesh 994353.80 566109.74 428244.06
Asia Tajikistan 1998441.20 1203681.43 794759.77
Asia Mongolia 378223.95 253398.09 124825.86
Asia Kazakhstan 1915621.12 1196287.68 719333.44
Asia Philippines 907510.66 682449.32 225061.34
Asia Philippines 315115.45 211117.39 103998.06
Asia Kazakhstan 434169.44 142392.32 291777.12
Asia Sri Lanka 1007845.44 629390.16 378455.28
Asia India 84996.30 63041.20 21955.10
Asia Myanmar 722829.80 411524.54 311305.26
Asia Maldives 2010074.72 1255273.08 754801.64
Asia Kazakhstan 1233151.56 787510.08 445641.48
Asia Myanmar 122064.00 77952.00 44112.00
Asia Kyrgyzstan 209392.26 145188.54 64203.72
Asia China 37730.52 27984.48 9746.04
Asia Turkmenistan 54282.80 36367.76 17915.04
Asia Laos 153756.96 50426.88 103330.08
Asia Thailand 11653.17 8643.08 3010.09
Asia Brunei 2519583.60 1517570.79 1002012.81
Asia China 3286656.87 2649473.12 637183.75
Asia Japan 2284245.44 1426490.16 857755.28
Asia Thailand 677098.88 222064.64 455034.24
Asia India 423937.71 341748.96 82188.75
Asia Uzbekistan 1848.72 1091.16 757.56
Asia Indonesia 4241714.40 2554827.66 1686886.74
Asia Japan 567369.66 393403.14 173966.52
Asia Tajikistan 3239772.96 2436313.92 803459.04
Asia Uzbekistan 3243068.43 2803372.03 439696.40
Asia Japan 25601.52 18988.48 6613.04
Asia Kyrgyzstan 5306063.80 3990167.60 1315896.20
Asia Cambodia 2316353.97 1867282.72 449071.25
Asia Singapore 1477281.34 871927.77 605353.57
Asia Cambodia 19751.61 14649.64 5101.97
Asia Singapore 447191.80 254597.14 192594.66
Asia Kazakhstan 1251429.38 738624.39 512804.99
Asia Taiwan 2460462.48 2126872.08 333590.40
Asia Nepal 98729.84 68457.36 30272.48
Asia Kyrgyzstan 19219.80 14255.20 4964.60
Asia Cambodia 347523.80 232829.96 114693.84
Asia Cambodia 3991923.18 3450696.78 541226.40
Asia Taiwan 443372.80 297045.76 146327.04
Asia Thailand 18034.89 13376.36 4658.53
Asia North Korea 975199.80 575586.90 399612.90
Asia Nepal 1023964.38 653919.84 370044.54
Asia Japan 190256.48 62397.44 127859.04
Asia Japan 264980.64 165477.96 99502.68
Asia Bhutan 2444561.28 1526605.92 917955.36
Asia Maldives 188131.14 120143.52 67987.62
Asia Malaysia 924180.96 303098.88 621082.08
Asia Vietnam 476242.24 156190.72 320051.52
Asia Malaysia 506022.00 288090.60 217931.40
Asia Taiwan 28801.71 21362.04 7439.67
Asia Sri Lanka 704356.58 529677.16 174679.42
Asia North Korea 1466904.12 936788.16 530115.96
Asia Mongolia 3305931.69 2486065.38 819866.31
Asia Thailand 2216067.63 1786438.88 429628.75
Asia Vietnam 943960.64 309585.92 634374.72
Asia Malaysia 708264.00 426594.60 281669.40
Asia Vietnam 958099.14 565493.67 392605.47
Asia Bhutan 16747.35 12421.40 4325.95
Asia Philippines 1357834.32 847954.98 509879.34
Asia Cambodia 604064.22 385764.96 218299.26
Asia Sri Lanka 498426.08 163466.24 334959.84
Asia Thailand 695669.07 523144.14 172524.93
Asia Mongolia 5294337.30 4267924.80 1026412.50
Asia Mongolia 861161.52 549951.36 311210.16
Asia Sri Lanka 1082249.94 691141.92 391108.02
Asia Philippines 3543943.20 2134552.98 1409390.22
Asia Vietnam 1189361.10 759544.80 429816.30
Asia Uzbekistan 6158108.05 4630906.10 1527201.95
Asia North Korea 1080884.96 637964.88 442920.08
Asia Bangladesh 260484.00 209984.00 50500.00
Asia Vietnam 1507683.68 941534.52 566149.16
Asia Mongolia 983683.26 628195.68 355487.58
Asia Kyrgyzstan 642122.08 378996.24 263125.84
Asia Vietnam 293098.65 196366.83 96731.82
Asia India 1373067.42 876862.56 496204.86
Asia India 1192578.46 703889.13 488689.33
Asia Mongolia 1020019.52 334530.56 685488.96
Asia Malaysia 22823.45 15290.99 7532.46
Asia Japan 2759160.60 2385072.60 374088.00
Asia Taiwan 912959.56 538851.18 374108.38
Asia Malaysia 90351.72 67013.28 23338.44
Asia Laos 277770.18 163946.79 113823.39
Asia Cambodia 641036.48 210237.44 430799.04
Asia Malaysia 469466.88 153968.64 315498.24
Asia Bhutan 898063.04 294533.12 603529.92
Asia Turkmenistan 84379.60 50822.69 33556.91
Asia China 214132.60 148475.40 65657.20
Asia South Korea 436528.80 272608.20 163920.60
Asia Kyrgyzstan 1323936.66 845486.88 478449.78
Asia Cambodia 3983907.27 3443767.67 540139.60
Asia South Korea 2043423.80 1163370.74 880053.06
Asia Mongolia 1474505.55 1274591.55 199914.00
Asia Japan 2059777.23 1660448.48 399328.75
Asia South Korea 2634320.34 1981012.68 653307.66
Asia Japan 1369747.60 825012.89 544734.71
Asia Cambodia 1906192.00 1148118.80 758073.20
Asia Taiwan 4167827.60 2510324.89 1657502.71
Asia Taiwan 79081.08 58653.92 20427.16
Asia North Korea 863312.00 283136.00 580176.00
Asia Vietnam 5971595.70 4813883.20 1157712.50
Asia Nepal 321689.28 223053.12 98636.16
Asia Thailand 410252.70 274856.34 135396.36
Asia Maldives 5485141.83 4421738.08 1063403.75
Asia Philippines 77942.82 57809.68 20133.14
Asia South Korea 736632.49 510766.71 225865.78
Asia Vietnam 2892055.95 2499949.95 392106.00
Asia Laos 60878.35 40786.57 20091.78
Asia China 354901.08 226645.44 128255.64
Asia Maldives 16593.20 10362.30 6230.90
Asia Malaysia 347180.80 216811.20 130369.60
Asia Bhutan 759277.44 249016.32 510261.12
Asia Laos 493322.28 342060.12 151262.16
Asia China 1568673.60 944828.04 623845.56
Asia Nepal 86675.70 64286.80 22388.90
Asia India 127989.18 88745.22 39243.96
Asia Bhutan 1996800.16 1246983.24 749816.92
Asia Japan 395334.78 252467.04 142867.74
Asia Thailand 3836538.07 2885082.14 951455.93
Asia Bhutan 60477.06 44855.44 15621.62
Asia Philippines 5427835.35 4375541.60 1052293.75
Asia Singapore 91134.96 56912.94 34222.02
Asia Malaysia 549350.56 180167.68 369182.88
Asia Sri Lanka 68816.66 47716.14 21100.52
Asia Malaysia 166264.80 111392.16 54872.64
Asia Bhutan 1205981.68 711800.04 494181.64
Asia North Korea 1477584.72 943608.96 533975.76
Asia Cambodia 823604.76 486111.78 337492.98
Asia Bangladesh 951936.74 561856.47 390080.27
Asia Laos 726189.20 437391.13 288798.07
Asia Nepal 5968990.86 4811783.36 1157207.50
Asia Singapore 574807.09 398560.11 176246.98
Asia China 50961.30 34142.46 16818.84
Asia Mongolia 587433.00 375144.00 212289.00
Asia Singapore 83951.34 62266.16 21685.18
Asia Bangladesh 100214.40 67140.48 33073.92
Asia Turkmenistan 175467.00 112056.00 63411.00
Asia Vietnam 66550.89 49360.36 17190.53
Asia Thailand 2561992.00 1543113.80 1018878.20
Asia Cambodia 84364.16 27668.48 56695.68
Asia Tajikistan 396397.30 265573.66 130823.64
Asia Vietnam 1369558.08 874621.44 494936.64
Asia Kazakhstan 5083345.26 4097837.76 985507.50
Asia Vietnam 492240.10 280244.23 211995.87
Asia Vietnam 1951681.60 1111139.68 840541.92
Asia Cambodia 389198.26 269862.54 119335.72
Asia Tajikistan 1900614.45 1642928.45 257686.00
Asia Nepal 785833.95 544882.05 240951.90
Asia Brunei 1054051.12 658245.18 395805.94
Asia Vietnam 1225369.98 782540.64 442829.34
Asia Vietnam 1509171.76 890750.28 618421.48
Asia Malaysia 23446.29 17389.96 6056.33
Asia Singapore 532431.36 314254.08 218177.28
Asia Maldives 2095848.80 1308838.20 787010.60
Asia Bangladesh 3428620.65 2763914.40 664706.25
Asia South Korea 3221973.93 2785137.53 436836.40
Asia Malaysia 2359630.77 2039711.17 319919.60
Asia Cambodia 3967518.99 2983579.98 983939.01
Asia India 12259.50 8500.50 3759.00
Asia Kyrgyzstan 881630.20 501933.46 379696.74
Asia China 126926.69 88008.51 38918.18
Asia Bhutan 1526819.91 1319813.11 207006.80
Asia Laos 2429242.62 2099885.02 329357.60
Asia Turkmenistan 59885.44 19640.32 40245.12
Asia China 3571486.80 2151142.77 1420344.03
Asia Cambodia 2672603.60 1609736.29 1062867.31
Asia Singapore 304766.28 245681.28 59085.00
Asia Brunei 5575660.02 4494707.52 1080952.50
Asia Bhutan 447505.84 279463.26 168042.58
Asia China 563229.12 184719.36 378509.76
Asia India 1539898.50 1331118.50 208780.00
Asia Thailand 437729.60 249210.08 188519.52
Asia Cambodia 583633.93 404680.47 178953.46
Asia Myanmar 2058401.31 1779322.51 279078.80
Asia Turkmenistan 57706.05 42800.20 14905.85
Asia Kyrgyzstan 87877.20 52929.33 34947.87
Asia Sri Lanka 2476300.80 1491501.12 984799.68
Asia Myanmar 10384.29 7701.96 2682.33
Asia Cambodia 244984.35 164131.77 80852.58
Asia Thailand 449683.65 301273.83 148409.82
Asia Mongolia 266381.50 151657.45 114724.05
Asia Vietnam 1510866.42 891750.51 619115.91
Asia Bangladesh 48066.72 28370.16 19696.56
Asia Uzbekistan 5846694.23 4396722.46 1449971.77
Asia Bangladesh 1726065.60 1039626.84 686438.76
Asia Nepal 390655.85 261727.07 128928.78
Asia Myanmar 41566.20 27848.04 13718.16
Asia India 6463259.25 5210228.00 1253031.25
Asia Malaysia 894762.54 721295.04 173467.50
Asia Cambodia 494601.28 162211.84 332389.44
Asia Philippines 2825600.19 2277801.44 547798.75
Asia Cambodia 602385.84 384693.12 217692.72
Asia Tajikistan 168036.88 116513.52 51523.36
Asia Sri Lanka 1902601.84 1188157.26 714444.58
Asia Maldives 1478042.46 943901.28 534141.18
Asia Bangladesh 6652.29 4933.96 1718.33
Asia Uzbekistan 352648.40 236263.28 116385.12
Asia Taiwan 275921.75 184858.85 91062.90
Asia Malaysia 1042832.14 615505.17 427326.97
Asia Uzbekistan 1198058.16 765098.88 432959.28
Asia South Korea 2833413.24 2449258.04 384155.20
Asia Kyrgyzstan 2976433.95 2572887.95 403546.00
Asia Philippines 29744.04 22060.96 7683.08
Asia India 1207975.86 771432.48 436543.38
Asia Sri Lanka 376984.82 222505.71 154479.11
Asia Bhutan 337977.99 272454.24 65523.75
Asia China 2659046.33 1999606.66 659439.67
Asia Bhutan 315514.88 186224.64 129290.24
Asia Thailand 725505.76 453071.64 272434.12
Asia Cambodia 857343.90 506025.45 351318.45
Asia Thailand 685412.94 404547.57 280865.37
Asia Brunei 175462.10 99894.83 75567.27
Asia Singapore 240429.15 161079.93 79349.22
Asia Laos 1366612.15 1027694.30 338917.85
Asia Taiwan 2030794.00 1223167.85 807626.15
Asia Maldives 19938.21 14788.04 5150.17
Asia Japan 281188.70 188387.54 92801.16
Asia Bhutan 32266.00 21617.20 10648.80
Asia South Korea 1276695.22 753536.91 523158.31
Asia India 47639.80 31917.16 15722.64
Asia Maldives 1964634.88 1226896.32 737738.56
Asia Indonesia 24547.23 18206.52 6340.71
Asia Philippines 3298378.65 2658922.40 639456.25
Asia Vietnam 1153944.12 930229.12 223715.00
Asia Vietnam 336286.32 214757.76 121528.56
Asia Brunei 3355713.06 2900744.26 454968.80
Asia Sri Lanka 2068830.40 1246077.56 822752.84
Asia Kazakhstan 11186.67 8297.08 2889.59
Asia Mongolia 1968549.00 1120742.70 847806.30
Asia Bangladesh 6441769.32 5192904.32 1248865.00
Asia Sri Lanka 509354.08 167050.24 342303.84
Asia Brunei 1450578.06 926362.08 524215.98
Asia Japan 5293034.88 4266874.88 1026160.00
Asia Bhutan 5597149.95 4512031.20 1085118.75
Asia Thailand 3727567.20 2245151.58 1482415.62
Asia Malaysia 957729.92 314101.76 643628.16
Asia North Korea 820880.40 524227.20 296653.20
Asia Mongolia 5828329.50 4698392.00 1129937.50
Asia South Korea 252006.95 168836.69 83170.26
Asia Kyrgyzstan 281236.15 188419.33 92816.82
Asia Thailand 155920.60 88769.38 67151.22
Asia Indonesia 71915.64 53339.36 18576.28
Asia China 688983.90 477728.10 211255.80
Asia Uzbekistan 2652422.43 2292806.03 359616.40
Asia South Korea 633519.96 476407.92 157112.04
Asia China 1699654.24 1061418.36 638235.88
Asia India 960680.48 315069.44 645611.04
Asia Cambodia 3987567.09 2998656.18 988910.91
Asia Turkmenistan 6295771.67 4734429.34 1561342.33
Asia Kyrgyzstan 724417.12 237583.36 486833.76
Asia Bhutan 4075141.20 2454498.93 1620642.27
Asia Uzbekistan 1324.86 982.64 342.22
Asia Vietnam 1007751.16 757830.32 249920.84
Asia Malaysia 277718.54 192564.66 85153.88
Asia Philippines 2967563.97 2392242.72 575321.25
Asia Turkmenistan 3249396.78 2808842.38 440554.40
Asia Japan 379857.28 124579.84 255277.44
Asia North Korea 878106.78 660337.56 217769.22
Asia Philippines 3249270.40 1957068.56 1292201.84
Asia Malaysia 720395.06 541738.12 178656.94
Asia Kyrgyzstan 702143.20 422907.98 279235.22
Asia Myanmar 1275378.88 796462.32 478916.56
Asia China 2340407.04 1461562.56 878844.48
Asia Cambodia 582734.90 404057.10 178677.80
Asia Sri Lanka 182208.00 122073.60 60134.40
Asia Maldives 2847498.47 2141322.94 706175.53
Asia Myanmar 58126.25 38942.75 19183.50
Asia Bhutan 167718.96 104738.94 62980.02
Asia Cambodia 5072925.90 4089438.40 983487.50
Asia Malaysia 882609.74 520937.97 361671.77
Asia Sri Lanka 2515648.80 1515200.82 1000447.98
Asia Taiwan 948393.36 559765.08 388628.28
Asia Kyrgyzstan 146762.85 98326.47 48436.38
Asia Tajikistan 386501.17 267992.43 118508.74
Asia Indonesia 493291.14 315023.52 178267.62
Asia China 1163566.24 726636.36 436929.88
Asia Japan 626464.02 505011.52 121452.50
Asia South Korea 2005224.40 1252244.10 752980.30
Asia Indonesia 1083165.42 691726.56 391438.86
Asia China 89605.32 66459.68 23145.64
Asia Malaysia 364934.85 315456.85 49478.00
Asia Mongolia 2390441.92 1492808.88 897633.04
Asia Brunei 3390801.98 2549887.96 840914.02
Asia Taiwan 925900.60 546489.30 379411.30
Asia Mongolia 5190143.70 4183931.20 1006212.50
Asia Uzbekistan 1272842.13 1100269.73 172572.40
Asia China 660978.15 532834.40 128143.75
Asia Cambodia 1309897.60 745756.48 564141.12
Asia Uzbekistan 903640.10 514464.23 389175.87
Asia Laos 2115742.82 1591041.64 524701.18
Asia Indonesia 625945.10 356365.73 269579.37
Asia Turkmenistan 1238186.70 790725.60 447461.10
Asia Taiwan 6208636.14 5004968.64 1203667.50
Asia Maldives 1486892.10 949552.80 537339.30
Asia Laos 1189349.52 742737.78 446611.74
Asia Myanmar 56180.80 37639.36 18541.44
Asia Mongolia 1497496.00 852560.80 644935.20
Asia Cambodia 2950.56 967.68 1982.88
Asia South Korea 1252276.83 1009498.08 242778.75
Asia Cambodia 2173577.28 1878882.88 294694.40
Asia Kazakhstan 1294438.99 973419.98 321019.01
Asia Myanmar 28375.10 19010.42 9364.68
Asia Nepal 3547792.08 2859982.08 687810.00
Asia Laos 4370688.40 2632510.01 1738178.39
Asia Bangladesh 4176289.11 3610066.31 566222.80
Asia Turkmenistan 653676.54 453246.66 200429.88
Asia Malaysia 79136.80 49420.20 29716.60
Asia Philippines 5316478.44 4285773.44 1030705.00
Asia Brunei 349258.88 114544.64 234714.24
Asia Philippines 2617516.40 1576556.71 1040959.69
Asia Laos 4810207.46 3617282.92 1192924.54
Asia Myanmar 50316.69 37319.56 12997.13
Asia Maldives 2660799.20 1602626.38 1058172.82
Asia Taiwan 991132.40 596969.11 394163.29
Asia Myanmar 3552523.32 2671502.64 881020.68
Asia Malaysia 1857471.00 1057503.30 799967.70
Asia Sri Lanka 56325.21 41776.04 14549.17
Asia North Korea 391895.35 271732.65 120162.70
Asia India 5378994.60 4336169.60 1042825.00
Asia Kyrgyzstan 511941.38 302160.39 209780.99
Asia South Korea 3393455.31 2735566.56 657888.75
Asia Indonesia 4161883.11 3355019.36 806863.75
Asia Bangladesh 10617.54 7874.96 2742.58
Asia Maldives 741081.06 473266.08 267814.98
Asia Nepal 664301.44 460613.76 203687.68
Asia Nepal 93476.50 62626.30 30850.20
Asia Kyrgyzstan 394791.60 237786.99 157004.61
Asia Bangladesh 517105.71 358551.09 158554.62
Asia North Korea 1094914.08 699229.44 395684.64
Asia Bangladesh 833849.70 532509.60 301340.10
Asia Bangladesh 3386932.92 2927731.32 459201.60
Asia Cambodia 4408691.70 3553979.20 854712.50
Asia Vietnam 3950999.85 3415321.85 535678.00
Asia North Korea 153101.28 50211.84 102889.44
Asia Tajikistan 372226.39 279914.78 92311.61
Asia Indonesia 517963.12 323463.18 194499.94
Asia Kyrgyzstan 1595755.28 996534.42 599220.86
Asia Laos 42581.33 29525.07 13056.26
Asia Philippines 924210.10 526175.23 398034.87
Asia Laos 395666.00 238313.65 157352.35
Asia Japan 1222157.98 721347.69 500810.29
Asia South Korea 912035.20 538305.60 373729.60
Asia Laos 1664935.80 947888.34 717047.46
Asia Bhutan 144999.04 90550.56 54448.48
Asia Thailand 395685.55 265096.81 130588.74
Asia India 157252.48 98202.72 59049.76
Asia Philippines 4059839.20 2445282.38 1614556.82
Asia Turkmenistan 2338364.80 1460287.20 878077.60
Asia North Korea 2212669.20 1332713.13 879956.07
Asia Mongolia 709334.67 491838.93 217495.74
Asia Bhutan 1742690.40 992155.92 750534.48
Asia Singapore 354387.60 306339.60 48048.00
Asia Philippines 3817193.20 2299134.23 1518058.97
Asia Mongolia 469538.85 325569.15 143969.70
Asia Maldives 648445.82 449619.78 198826.04
Asia Turkmenistan 912050.88 299120.64 612930.24
Asia Uzbekistan 3369417.34 2533806.68 835610.66
Asia South Korea 1806457.40 1028460.02 777997.38
Asia Maldives 4497907.47 3625898.72 872008.75
Asia Cambodia 65568.00 21504.00 44064.00
Asia Singapore 3224787.20 1942322.08 1282465.12
Asia Kyrgyzstan 5227913.88 4214378.88 1013535.00
Asia Nepal 921011.84 302059.52 618952.32
Asia Vietnam 45567.72 33797.28 11770.44
Asia Kyrgyzstan 824066.94 486384.57 337682.37
Asia Laos 5700.22 3364.41 2335.81
Asia Malaysia 319644.00 104832.00 214812.00
Asia Myanmar 1761041.60 1060693.24 700348.36
Asia Kazakhstan 995700.09 802663.84 193036.25
Asia Indonesia 1025620.20 583910.46 441709.74
Asia Mongolia 713252.32 445419.48 267832.84
Asia Laos 1359059.90 773745.77 585314.13
Asia Vietnam 4319.79 3203.96 1115.83
Asia Japan 2217872.64 1385040.96 832831.68
Asia Nepal 351177.45 235277.79 115899.66
Asia Sri Lanka 295945.65 198274.23 97671.42
Asia China 1094151.18 698742.24 395408.94
Asia Uzbekistan 509586.55 353337.45 156249.10
Asia Bhutan 64283.70 47678.80 16604.90
Asia Cambodia 230243.22 147036.96 83206.26
Asia Japan 1246807.58 735896.49 510911.09
Asia Laos 2458565.33 1848844.66 609720.67
Asia Myanmar 1135347.78 725051.04 410296.74
Asia Japan 3155112.45 2543431.20 611681.25
Asia Tajikistan 658860.40 396838.31 262022.09
Asia North Korea 4798846.87 3608739.74 1190107.13
Asia North Korea 12959.37 9611.88 3347.49
Asia North Korea 362497.60 226376.40 136121.20
Asia Tajikistan 254426.90 170457.98 83968.92
Asia India 1784213.20 1074649.73 709563.47
Asia Turkmenistan 1140352.12 673063.86 467288.26
Asia Cambodia 951782.68 561765.54 390017.14
Asia Philippines 1879371.36 1173650.04 705721.32
Asia Kazakhstan 4171000.05 3362368.80 808631.25
Asia Kazakhstan 3352429.08 2702494.08 649935.00
Asia Bangladesh 3732882.72 3226777.12 506105.60
Asia North Korea 848101.10 482844.53 365256.57
Asia Singapore 4346642.40 2618026.86 1728615.54
Asia Brunei 1511072.20 860290.06 650782.14
Asia Turkmenistan 5993085.63 4831206.88 1161878.75
Asia China 129396.15 86691.33 42704.82
Asia Maldives 1658449.59 1433596.39 224853.20
Asia Taiwan 1533977.52 957954.78 576022.74
Asia India 2788024.40 1679255.41 1108768.99
Asia Uzbekistan 10580.22 7847.28 2732.94
Asia Turkmenistan 537361.28 317163.84 220197.44
Asia Vietnam 3502108.89 3027291.69 474817.20
Asia Uzbekistan 23903.46 17729.04 6174.42
Asia India 3455279.10 2986811.10 468468.00
Asia Sri Lanka 795396.36 551512.44 243883.92
Asia Nepal 401047.40 268689.08 132358.32
Asia Bangladesh 1400788.80 843709.32 557079.48
Asia Singapore 4829587.29 3631856.58 1197730.71
Asia Vietnam 204224.00 127536.00 76688.00
Asia Thailand 4138439.55 3336120.80 802318.75
Asia North Korea 3968297.34 3430274.14 538023.20
Asia China 3310915.60 1994198.09 1316717.51
Asia Cambodia 730755.36 239662.08 491093.28
Asia Kazakhstan 2155073.76 1345823.64 809250.12
Asia Sri Lanka 474524.38 329026.02 145498.36
Asia Taiwan 218981.75 146710.85 72270.90
Asia South Korea 518257.84 305888.52 212369.32
Asia Japan 315573.72 272788.12 42785.60
Asia Taiwan 3936564.45 3173383.20 763181.25
Asia Kyrgyzstan 1001759.00 570325.70 431433.30
Asia Malaysia 2563825.53 2216221.13 347604.40
Asia Philippines 2356255.65 2036793.65 319462.00
Asia Brunei 1139372.30 648672.29 490700.01
